Wall time,Step,Value
1656942642.4570432,266,0.9896172881126404
1656942716.4086533,267,0.9876832365989685
1656942790.1789877,268,0.9877850413322449
1656942863.7589316,269,0.9893118739128113
1656942937.666653,270,0.9898208379745483
1656943011.2295902,271,0.9906351566314697
1656943084.8536892,272,0.9901261925697327
1656943158.321764,273,0.9896172881126404
1656943231.8385813,274,0.9904316067695618
1656943305.3277895,275,0.9900244474411011
1656943378.6038265,276,0.9907369613647461
1656943452.0246835,277,0.9908387660980225
1656943525.7407246,278,0.9937907457351685
1656943598.904565,279,0.9905334115028381
1656943672.6907613,280,0.992671012878418
1656943746.1854167,281,0.9920602440834045
1656943819.7458825,282,0.9927728176116943
1656943893.1706164,283,0.9939942955970764
1656943966.4296036,284,0.9939942955970764
1656944040.3005855,285,0.9939942955970764
1656944114.367836,286,0.9913477301597595
1656944188.1768143,287,0.9950122237205505
1656944261.388784,288,0.9947068691253662
1656944335.4087284,289,0.9941979050636292
1656944409.1948652,290,0.9939942955970764
1656944482.7569616,291,0.9949104189872742
1656944556.3102658,292,0.9953175783157349
1656944629.7830641,293,0.9944014549255371
1656944703.4532385,294,0.9953175783157349
1656944777.2153015,295,0.9957247376441956
1656944851.082062,296,0.9937907457351685
1656944924.598409,297,0.9945032596588135
1656944998.1870294,298,0.9951140284538269
1656945072.0452836,299,0.9953175783157349
1656945145.9611456,300,0.9952157735824585
1656945219.4125674,301,0.9949104189872742
1656945292.4438252,302,0.9950122237205505
1656945366.3352022,303,0.9955211877822876
1656945439.946008,304,0.9962337017059326
1656945513.7750132,305,0.9948086142539978
1656945588.223651,306,0.9965391159057617
1656945661.9094892,307,0.9951140284538269
1656945735.9309862,308,0.9969462752342224
1656945809.6341283,309,0.9964373111724854
1656945883.5303783,310,0.9966408610343933
1656945957.2796793,311,0.9966408610343933
1656946031.466991,312,0.995622992515564
1656946105.2779765,313,0.9971498250961304
1656946179.206164,314,0.9972516298294067
1656946252.60796,315,0.9965391159057617
1656946326.5211542,316,0.9966408610343933
1656946399.8581238,317,0.9964373111724854
1656946473.1204228,318,0.9973534345626831
1656946546.8513825,319,0.9973534345626831
1656946620.2689607,320,0.9980659484863281
1656946694.2063735,321,0.9974552392959595
1656946767.9472628,322,0.996335506439209
1656946841.4382699,323,0.996844470500946
1656946915.0335453,324,0.9977605938911438
1656946988.7145321,325,0.9977605938911438
1656947062.4887013,326,0.9971498250961304
1656947136.5509553,327,0.9980659484863281
1656947210.5613291,328,0.9973534345626831
1656947284.1397657,329,0.9979641437530518
1656947357.608076,330,0.9978623986244202
1656947430.8142977,331,0.9975569844245911
1656947504.5915036,332,0.9969462752342224
1656947577.8603895,333,0.9972516298294067
1656947651.9398403,334,0.9981677532196045
1656947725.9489133,335,0.9977605938911438
1656947800.0490944,336,0.9976587891578674
1656947873.8159158,337,0.9985749125480652
1656947947.5969362,338,0.9979641437530518
1656948020.8816702,339,0.9985749125480652
1656948094.6250262,340,0.9987785220146179
1656948168.1582716,341,0.9980659484863281
1656948242.186144,342,0.9986767172813416
1656948315.83159,343,0.9977605938911438
1656948389.2889085,344,0.9982695579528809
1656948463.0970643,345,0.9981677532196045
1656948536.7342138,346,0.9975569844245911
1656948611.0846195,347,0.9982695579528809
1656948684.4910114,348,0.9972516298294067
1656948758.1222088,349,0.9979641437530518
1656948831.530103,350,0.9978623986244202
